via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona
Calle,43,Avenida,14,Avenida,16,Calle 43 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,43,Avenida,16,Avenida,18,Calle 43 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,43,Avenida,18,Avenida,20,Calle 43 entre Avenida 18 y Avenida 20,250,Punta Gorda
Calle,43,Avenida,20,Avenida,22,Calle 43 entre Avenida 20 y Avenida 22,250,Punta Gorda
Calle,43,Avenida,22,Avenida,24,Calle 43 entre Avenida 22 y Avenida 24,250,Casco Historico
Calle,43,Avenida,24,Avenida,26,Calle 43 entre Avenida 24 y Avenida 26,250,Casco Historico
Calle,43,Avenida,26,Avenida,28,Calle 43 entre Avenida 26 y Avenida 28,250,Casco Historico
Calle,43,Avenida,28,Avenida,30,Calle 43 entre Avenida 28 y Avenida 30,250,Casco Historico
Calle,43,Avenida,30,Avenida,32,Calle 43 entre Avenida 30 y Avenida 32,250,Casco Historico
Calle,43,Avenida,32,Avenida,34,Calle 43 entre Avenida 32 y Avenida 34,250,Casco Historico
Calle,43,Avenida,34,Avenida,36,Calle 43 entre Avenida 34 y Avenida 36,250,Casco Historico
Calle,43,Avenida,36,Avenida,38,Calle 43 entre Avenida 36 y Avenida 38,250,Casco Historico
Calle,43,Avenida,38,Avenida,40,Calle 43 entre Avenida 38 y Avenida 40,250,Casco Historico
Calle,43,Avenida,40,Avenida,42,Calle 43 entre Avenida 40 y Avenida 42,250,Casco Historico
Calle,43,Avenida,42,Avenida,44,Calle 43 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,43,Avenida,44,Avenida,46,Calle 43 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,43,Avenida,46,Avenida,48,Calle 43 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,43,Avenida,48,Avenida,50,Calle 43 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,43,Avenida,50,Avenida,52,Calle 43 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,43,Avenida,52,Avenida,54,Calle 43 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,43,Avenida,54,Avenida,56,Calle 43 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,43,Avenida,56,Avenida,58,Calle 43 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,43,Avenida,58,Avenida,60,Calle 43 entre Avenida 58 y Avenida 60,250,Casco Historico
Calle,43,Avenida,60,Avenida,62,Calle 43 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,43,Avenida,62,Avenida,64,Calle 43 entre Avenida 62 y Avenida 64,250,Casco Historico
Calle,45,Avenida,16,Avenida,18,Calle 45 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,45,Avenida,18,Avenida,20,Calle 45 entre Avenida 18 y Avenida 20,250,Punta Gorda
Calle,45,Avenida,20,Avenida,22,Calle 45 entre Avenida 20 y Avenida 22,250,Punta Gorda
Calle,45,Avenida,22,Avenida,24,Calle 45 entre Avenida 22 y Avenida 24,250,Casco Historico
Calle,45,Avenida,24,Avenida,26,Calle 45 entre Avenida 24 y Avenida 26,250,Casco Historico
Calle,45,Avenida,26,Avenida,28,Calle 45 entre Avenida 26 y Avenida 28,250,Casco Historico
Calle,45,Avenida,28,Avenida,30,Calle 45 entre Avenida 28 y Avenida 30,250,Casco Historico
Calle,45,Avenida,30,Avenida,32,Calle 45 entre Avenida 30 y Avenida 32,250,Casco Historico
Calle,45,Avenida,32,Avenida,34,Calle 45 entre Avenida 32 y Avenida 34,250,Casco Historico
Calle,45,Avenida,34,Avenida,36,Calle 45 entre Avenida 34 y Avenida 36,250,Casco Historico
Calle,45,Avenida,36,Avenida,38,Calle 45 entre Avenida 36 y Avenida 38,250,Casco Historico
Calle,45,Avenida,38,Avenida,40,Calle 45 entre Avenida 38 y Avenida 40,250,Casco Historico
Calle,45,Avenida,40,Avenida,42,Calle 45 entre Avenida 40 y Avenida 42,250,Casco Historico
Calle,45,Avenida,42,Avenida,44,Calle 45 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,45,Avenida,44,Avenida,46,Calle 45 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,45,Avenida,46,Avenida,48,Calle 45 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,45,Avenida,48,Avenida,50,Calle 45 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,45,Avenida,50,Avenida,52,Calle 45 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,45,Avenida,52,Avenida,54,Calle 45 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,45,Avenida,54,Avenida,56,Calle 45 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,45,Avenida,56,Avenida,58,Calle 45 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,45,Avenida,58,Avenida,60,Calle 45 entre Avenida 58 y Avenida 60,250,Casco Historico
Calle,45,Avenida,60,Avenida,62,Calle 45 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,45,Calle,2 NE,Avenida,64,Calle 45 entre Calle 2 NE y Avenida 64,250,Casco Historico
Calle,45,Avenida,64,Avenida,66,Calle 45 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,45,Avenida,66,Avenida,68,Calle 45 entre Avenida 66 y Avenida 68,250,San Lazaro
Calle,45,Avenida,68,Avenida,70,Calle 45 entre Avenida 68 y Avenida 70,250,San Lazaro
Calle,45,Avenida,70,Avenida,72,Calle 45 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,45,Avenida,72,Avenida,74,Calle 45 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,47,Avenida,24,Avenida,26,Calle 47 entre Avenida 24 y Avenida 26,250,Punta Gorda
Calle,47,Avenida,26,Avenida,28,Calle 47 entre Avenida 26 y Avenida 28,250,Casco Historico
Calle,47,Avenida,28,Avenida,30,Calle 47 entre Avenida 28 y Avenida 30,250,Casco Historico
Calle,47,Avenida,30,Avenida,32,Calle 47 entre Avenida 30 y Avenida 32,250,Casco Historico
Calle,47,Avenida,42,Avenida,44,Calle 47 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,47,Avenida,44,Avenida,46,Calle 47 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,47,Avenida,46,Avenida,48,Calle 47 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,47,Avenida,48,Avenida,50,Calle 47 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,47,Avenida,50,Avenida,52,Calle 47 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,47,Avenida,52,Avenida,54,Calle 47 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,47,Avenida,54,Avenida,56,Calle 47 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,47,Avenida,56,Avenida,58,Calle 47 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,47,Avenida,58,Avenida,60,Calle 47 entre Avenida 58 y Avenida 60,250,Casco Historico
Calle,47,Avenida,60,Avenida,62,Calle 47 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,47,Calle,2 NE,Calle,4 NE,Calle 47 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,47,Avenida,64,Calle,2 NE,Calle 47 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,47,Avenida,66,Avenida,68,Calle 47 entre Avenida 66 y Avenida 68,250,San Lazaro
Calle,47,Avenida,68,Avenida,70,Calle 47 entre Avenida 68 y Avenida 70,250,San Lazaro
Calle,49,Avenida,26,Avenida,28,Calle 49 entre Avenida 26 y Avenida 28,250,Casco Historico
Calle,49,Avenida,28,Avenida,30,Calle 49 entre Avenida 28 y Avenida 30,250,Casco Historico
Calle,49,Avenida,30,Avenida,32,Calle 49 entre Avenida 30 y Avenida 32,250,Casco Historico
Calle,49,Avenida,42,Avenida,44,Calle 49 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,49,Avenida,44,Avenida,46,Calle 49 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,49,Avenida,46,Avenida,48,Calle 49 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,49,Avenida,48,Avenida,50,Calle 49 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,49,Avenida,50,Avenida,52,Calle 49 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,49,Avenida,52,Avenida,54,Calle 49 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,49,Avenida,54,Avenida,56,Calle 49 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,49,Avenida,56,Avenida,58,Calle 49 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,49,Avenida,58,Avenida,60,Calle 49 entre Avenida 58 y Avenida 60,250,Casco Historico
Calle,49,Avenida,60,Avenida,62,Calle 49 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,49,Avenida,62,Calle, 4 NE,Calle 49 entre Avenida 62 y Calle  4 NE,250,Casco Historico
Calle,49,Calle, 2 NE,Calle,4 NE,Calle 49 entre Calle  2 NE y Calle 4 NE,250,Casco Historico
Calle,49,Avenida,64,Calle,2 NE,Calle 49 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,49,Avenida,64,Avenida,66,Calle 49 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,49,Avenida,66,Avenida,68,Calle 49 entre Avenida 66 y Avenida 68,250,San Lazaro
Calle,49,Avenida,68,Avenida,70,Calle 49 entre Avenida 68 y Avenida 70,250,San Lazaro
Calle,49,Avenida,70,Avenida,72,Calle 49 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,49,Avenida,72,Avenida,74,Calle 49 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,49,Avenida,74,Avenida,76,Calle 49 entre Avenida 74 y Avenida 76,300,San Lazaro
Calle,49,Avenida,76,Avenida,78,Calle 49 entre Avenida 76 y Avenida 78,300,San Lazaro
Calle,51,Avenida,8,Avenida,10,Calle 51 entre Avenida 8 y Avenida 10,300,Punta Gorda
Calle,51,Avenida,10,Avenida,12,Calle 51 entre Avenida 10 y Avenida 12,300,Punta Gorda
Calle,51,Avenida,12,Avenida,14,Calle 51 entre Avenida 12 y Avenida 14,250,Punta Gorda
Calle,51,Avenida,14,Avenida,16,Calle 51 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,51A,Avenida,20,Avenida,22,Calle 51A entre Avenida 20 y Avenida 22,250,Punta Gorda
Calle,51A,Avenida,24,Avenida,26,Calle 51A entre Avenida 24 y Avenida 26,250,Casco Historico
Calle,51A,Avenida,26,Avenida,28,Calle 51A entre Avenida 26 y Avenida 28,250,Casco Historico
Calle,51A,Avenida,28,Avenida,30,Calle 51A entre Avenida 28 y Avenida 30,250,Casco Historico
Calle,51A,Avenida,30,Avenida,32,Calle 51A entre Avenida 30 y Avenida 32,250,Casco Historico
Calle,51,Avenida,42,Avenida,44,Calle 51 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,51,Avenida,44,Avenida,46,Calle 51 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,51,Avenida,46,Avenida,48,Calle 51 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,51,Avenida,48,Avenida,50,Calle 51 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,51,Avenida,50,Avenida,52,Calle 51 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,51,Avenida,52,Avenida,54,Calle 51 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,51,Avenida,54,Avenida,56,Calle 51 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,51,Avenida,56,Avenida,58,Calle 51 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,51,Avenida,60,Avenida,60,Calle 51 entre Avenida 60 y Avenida 60,250,Casco Historico
Calle,51,Avenida,62,Avenida,64A,Calle 51 entre Avenida 62 y Avenida 64A,250,Casco Historico
Calle,51,Avenida,64A,Calle,4 NE,Calle 51 entre Avenida 64A y Calle 4 NE,250,Casco Historico
Calle,51,Calle,2 NE,Calle,4 NE,Calle 51 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,51,Avenida,64,Calle,2 NE,Calle 51 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,51,Avenida,64,Avenida,66,Calle 51 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,51,Avenida,66,Avenida,68,Calle 51 entre Avenida 66 y Avenida 68,250,San Lazaro
Calle,51,Avenida,68,Avenida,70,Calle 51 entre Avenida 68 y Avenida 70,250,San Lazaro
Calle,51,Avenida,70,Avenida,72,Calle 51 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,51,Avenida,72,Avenida,74,Calle 51 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,51,Avenida,74,Avenida,76,Calle 51 entre Avenida 74 y Avenida 76,300,San Lazaro
Calle,51,Avenida,76,Avenida,78,Calle 51 entre Avenida 76 y Avenida 78,300,San Lazaro
Calle,53,Avenida,10,Avenida,12,Calle 53 entre Avenida 10 y Avenida 12,300,Punta Gorda
Calle,53,Avenida,12,Avenida,14,Calle 53 entre Avenida 12 y Avenida 14,250,Punta Gorda
Calle,53,Avenida,16,Avenida,18,Calle 53 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,53,Avenida,22,Avenida,24,Calle 53 entre Avenida 22 y Avenida 24,250,Casco Historico
Calle,53,Avenida,24,Avenida,24A,Calle 53 entre Avenida 24 y Avenida 24A,250,Casco Historico
Calle,53,Avenida,24A,Avenida,26,Calle 53 entre Avenida 24A y Avenida 26,250,Casco Historico
Calle,53,Avenida,48,Avenida,50,Calle 53 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,53,Avenida,50,Avenida,52,Calle 53 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,53,Avenida,52,Avenida,54,Calle 53 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,53,Avenida,54,Avenida,56,Calle 53 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,53,Avenida,56,Avenida,58,Calle 53 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,53,Avenida,60,Avenida,62,Calle 53 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,53,Avenida,62,Avenida,64A,Calle 53 entre Avenida 62 y Avenida 64A,250,Casco Historico
Calle,53,Calle,2 NE,Calle,4 NE,Calle 53 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,53,Calle,4 NE,Calle,6NE,Calle 53 entre Calle 4 NE y Calle 6NE,250,Casco Historico
Calle,53,Avenida,64,Calle,2 NE,Calle 53 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,53,Avenida,64,Avenida,66,Calle 53 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,53,Avenida,66,Avenida,68,Calle 53 entre Avenida 66 y Avenida 68,250,San Lazaro
Calle,53,Avenida,68,Avenida,70,Calle 53 entre Avenida 68 y Avenida 70,250,San Lazaro
Calle,53,Avenida,70,Avenida,72,Calle 53 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,53,Avenida,72,Avenida,74,Calle 53 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,53,Avenida,74,Avenida,76,Calle 53 entre Avenida 74 y Avenida 76,300,San Lazaro
Calle,55,Avenida,10,Avenida,12,Calle 55 entre Avenida 10 y Avenida 12,300,Punta Gorda
Calle,55,Avenida,12,Avenida,14,Calle 55 entre Avenida 12 y Avenida 14,250,Punta Gorda
Calle,55,Avenida,14,Avenida,16,Calle 55 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,55,Avenida,16,Avenida,16A,Calle 55 entre Avenida 16 y Avenida 16A,250,Punta Gorda
Calle,55,Avenida,16A,Avenida,18,Calle 55 entre Avenida 16A y Avenida 18,250,Punta Gorda
Calle,55,Avenida,18,Avenida,18A,Calle 55 entre Avenida 18 y Avenida 18A,250,Punta Gorda
Calle,55,Avenida,18A,Avenida,20,Calle 55 entre Avenida 18A y Avenida 20,250,Punta Gorda
Calle,55,Avenida,48,Avenida,50,Calle 55 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,55,Avenida,50,Avenida,52,Calle 55 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,55,Avenida,52,Avenida,54,Calle 55 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,55,Avenida,54,Avenida,56,Calle 55 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,55,Avenida,56,Avenida,58,Calle 55 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,55,Avenida,60,Avenida,62,Calle 55 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,55,Avenida,62,Avenida,64A,Calle 55 entre Avenida 62 y Avenida 64A,250,Casco Historico
Calle,55,Avenida,64A,Calle,6 NE,Calle 55 entre Avenida 64A y Calle 6 NE,250,Casco Historico
Calle,55,Calle,4 NE,Calle,6 NE,Calle 55 entre Calle 4 NE y Calle 6 NE,250,Casco Historico
Calle,55,Calle,2 NE,Calle,4 NE,Calle 55 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,55,Avenida,64,Calle,2 NE,Calle 55 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,55,Avenida,64,Avenida,66,Calle 55 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,55,Avenida,70,Avenida,72,Calle 55 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,55,Avenida,72,Avenida,74,Calle 55 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,57,Avenida,20,Avenida,20A,Calle 57 entre Avenida 20 y Avenida 20A,250,Punta Gorda
Calle,57,Avenida,20A,Avenida,22,Calle 57 entre Avenida 20A y Avenida 22,250,Punta Gorda
Calle,57,Avenida,22,Avenida,24,Calle 57 entre Avenida 22 y Avenida 24,250,Punta Gorda
Calle,57,Avenida,24,Avenida,26,Calle 57 entre Avenida 24 y Avenida 26,250,Punta Gorda
Calle,57,Avenida,26,Avenida,28,Calle 57 entre Avenida 26 y Avenida 28,250,Punta Gorda
Calle,57,Avenida,28,Avenida,30,Calle 57 entre Avenida 28 y Avenida 30,200,Reparto de los Medicos
Calle,57,Avenida,30,Avenida,32,Calle 57 entre Avenida 30 y Avenida 32,200,Reparto de los Medicos
Calle,57,Avenida,32,Avenida,34,Calle 57 entre Avenida 32 y Avenida 34,200,Reparto de los Medicos
Calle,57,Avenida,34,Avenida,36,Calle 57 entre Avenida 34 y Avenida 36,200,Reparto de los Medicos
Calle,57,Avenida,36,Avenida,38,Calle 57 entre Avenida 36 y Avenida 38,200,Reparto de los Medicos
Calle,57,Avenida,38,Avenida,42,Calle 57 entre Avenida 38 y Avenida 42,200,Reparto de los Medicos
Calle,57A,Avenida,38,Avenida,42,Calle 57A entre Avenida 38 y Avenida 42,200,Reparto de los Medicos
Calle,57,Avenida,42,Avenida,44,Calle 57 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,57,Avenida,44,Avenida,46,Calle 57 entre Avenida 44 y Avenida 46,250,Casco Historico
Calle,57,Avenida,46,Avenida,48,Calle 57 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,57,Avenida,48,Avenida,50,Calle 57 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,57,Avenida,50,Avenida,52,Calle 57 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,57,Avenida,52,Avenida,54,Calle 57 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,57,Avenida,54,Avenida,56,Calle 57 entre Avenida 54 y Avenida 56,250,Casco Historico
Calle,57,Avenida,56,Avenida,58,Calle 57 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,57,Avenida,60,Avenida,62,Calle 57 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,57,Avenida,62,Avenida,64A,Calle 57 entre Avenida 62 y Avenida 64A,250,Casco Historico
Calle,57,Calle,2 NE,Calle,4 NE,Calle 57 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,57,Calle,4 NE,Calle,6 NE,Calle 57 entre Calle 4 NE y Calle 6 NE,250,Casco Historico
Calle,57,Calle,6 NE,Calle,8 NE,Calle 57 entre Calle 6 NE y Calle 8 NE,250,Casco Historico
Calle,57,Avenida,64,Calle,2 NE,Calle 57 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,57,Avenida,64,Avenida,66,Calle 57 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,57,Avenida,70,Avenida,72,Calle 57 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,57,Avenida,72,Avenida,74,Calle 57 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,57,Avenida,74,Avenida,76,Calle 57 entre Avenida 74 y Avenida 76,300,San Lazaro
Calle,59,Avenida,20A,Avenida,22,Calle 59 entre Avenida 20A y Avenida 22,250,Punta Gorda
Calle,59,Avenida,24,Avenida,26,Calle 59 entre Avenida 24 y Avenida 26,250,Punta Gorda
Calle,59,Avenida,26,Avenida,28,Calle 59 entre Avenida 26 y Avenida 28,250,Punta Gorda
Calle,59,Avenida,28,Avenida,30,Calle 59 entre Avenida 28 y Avenida 30,200,Reparto de los Medicos
Calle,59,Avenida,30,Avenida,32,Calle 59 entre Avenida 30 y Avenida 32,200,Reparto de los Medicos
Calle,59,Avenida,32,Avenida,34,Calle 59 entre Avenida 32 y Avenida 34,200,Reparto de los Medicos
Calle,59,Avenida,34,Avenida,36,Calle 59 entre Avenida 34 y Avenida 36,200,Reparto de los Medicos
Calle,59,Avenida,36,Avenida,38,Calle 59 entre Avenida 36 y Avenida 38,200,Reparto de los Medicos
Calle,59,Avenida,38,Avenida,40,Calle 59 entre Avenida 38 y Avenida 40,200,Reparto de los Medicos
Calle,59,Avenida,42,Avenida,44,Calle 59 entre Avenida 42 y Avenida 44,250,Casco Historico
Calle,59,Avenida,46,Avenida,48,Calle 59 entre Avenida 46 y Avenida 48,250,Casco Historico
Calle,59,Avenida,48,Avenida,50,Calle 59 entre Avenida 48 y Avenida 50,250,Casco Historico
Calle,59,Avenida,50,Avenida,52,Calle 59 entre Avenida 50 y Avenida 52,250,Casco Historico
Calle,59,Avenida,52,Avenida,54,Calle 59 entre Avenida 52 y Avenida 54,250,Casco Historico
Calle,59,Avenida,56,Avenida,58,Calle 59 entre Avenida 56 y Avenida 58,250,Casco Historico
Calle,59,Avenida,60,Avenida,62,Calle 59 entre Avenida 60 y Avenida 62,250,Casco Historico
Calle,59,Avenida,62,Avenida,64A,Calle 59 entre Avenida 62 y Avenida 64A,250,Casco Historico
Calle,59,Avenida, 64A,Calle,8 NE,Calle 59 entre Avenida  64A y Calle 8 NE,250,Casco Historico
Calle,59,Calle,2 NE,Calle,4 NE,Calle 59 entre Calle 2 NE y Calle 4 NE,250,Casco Historico
Calle,59,Calle,4 NE ,Calle,6 NE,Calle 59 entre Calle 4 NE  y Calle 6 NE,250,Casco Historico
Calle,59,Calle,6 NE,Calle,8 NE,Calle 59 entre Calle 6 NE y Calle 8 NE,250,Casco Historico
Calle,59,Avenida,64,Calle,2 NE,Calle 59 entre Avenida 64 y Calle 2 NE,250,Casco Historico
Calle,59,Avenida,64,Avenida,66,Calle 59 entre Avenida 64 y Avenida 66,250,San Lazaro
Calle,59,Avenida,68,Avenida,68A,Calle 59 entre Avenida 68 y Avenida 68A,250,San Lazaro
Calle,59,Avenida,68A,Avenida,70,Calle 59 entre Avenida 68A y Avenida 70,250,San Lazaro
Calle,59,Avenida,70,Avenida,72,Calle 59 entre Avenida 70 y Avenida 72,300,San Lazaro
Calle,59,Avenida,72,Avenida,74,Calle 59 entre Avenida 72 y Avenida 74,300,San Lazaro
Calle,61,Avenida,12,Avenida,14,Calle 61 entre Avenida 12 y Avenida 14,250,Punta Gorda
Calle,61,Avenida,14,Avenida,16,Calle 61 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,61,Avenida,16,Avenida,18,Calle 61 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,61,Avenida,18,Avenida,18A,Calle 61 entre Avenida 18 y Avenida 18A,250,Punta Gorda
Calle,61,Avenida,18A,Avenida,20,Calle 61 entre Avenida 18A y Avenida 20,250,Punta Gorda
Calle,61,Avenida,20,Avenida,20A,Calle 61 entre Avenida 20 y Avenida 20A,250,Punta Gorda
Calle,61,Avenida,20A,Avenida,22,Calle 61 entre Avenida 20A y Avenida 22,250,Punta Gorda
Calle,61,Avenida,22,Avenida,24,Calle 61 entre Avenida 22 y Avenida 24,250,Punta Gorda
Calle,61,Avenida,24,Avenida,26,Calle 61 entre Avenida 24 y Avenida 26,250,Punta Gorda
Calle,61,Avenida,26,Avenida,28,Calle 61 entre Avenida 26 y Avenida 28,250,Punta Gorda
Calle,61,Avenida,28,Avenida,30,Calle 61 entre Avenida 28 y Avenida 30,200,Reparto de los Medicos
Calle,61,Avenida,32,Avenida,34,Calle 61 entre Avenida 32 y Avenida 34,200,Reparto de los Medicos
Calle,61,Avenida,34,Calle,61A,Calle 61 entre Avenida 34 y Calle 61A,200,Reparto Hermanas Giral
Calle,C,Calle,61A,Calle,61B,Calle C entre Calle 61A y Calle 61B,200,Reparto Hermanas Giral
Calle,B,Calle,61A,Calle,61B,Calle B entre Calle 61A y Calle 61B,200,Reparto Hermanas Giral
Calle,A,Calle,61A,Calle,61B,Calle A entre Calle 61A y Calle 61B,200,Reparto Hermanas Giral
Calle,61,Calle,A,Avenida,40,Calle 61 entre Calle A y Avenida 40,200,Reparto Hermanas Giral
Calle,61A,Calle,A,Avenida,40,Calle 61A entre Calle A y Avenida 40,200,Reparto Hermanas Giral
Calle,61B,Calle,61,Calle,C,Calle 61B entre Calle 61 y Calle C,200,Reparto Hermanas Giral
Calle,61B,Calle,C,Calle,B,Calle 61B entre Calle C y Calle B,200,Reparto Hermanas Giral
Calle,61B,Calle,B,Calle,A,Calle 61B entre Calle B y Calle A,200,Reparto Hermanas Giral
Calle,61B,Calle,4,Calle,63,Calle 61B entre Calle 4 y Calle 63,200,Reparto Hermanas Giral
Calle,61,Avenida,42,Avenida,44,Calle 61 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,61,Avenida,44,Avenida,46,Calle 61 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,61,Avenida,46,Avenida,48,Calle 61 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,61,Avenida,48,Avenida,50,Calle 61 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,61,Avenida,50,Avenida,52,Calle 61 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,61,Avenida,52,Avenida,54,Calle 61 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,61,Avenida,54,Avenida,56,Calle 61 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,61,Avenida,56,Avenida,58,Calle 61 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,61,Avenida,58,Avenida,60,Calle 61 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,61,Avenida,60,Avenida,62,Calle 61 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,61,Avenida,62,Avenida,64A,Calle 61 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,61,Avenida,64A,Calle,8 NE,Calle 61 entre Avenida 64A y Calle 8 NE,250,La Juanita
Calle,61,Calle,2 NE,Calle,4 NE,Calle 61 entre Calle 2 NE y Calle 4 NE,250,La Juanita
Calle,61,Calle,4 NE,Calle,6 NE,Calle 61 entre Calle 4 NE y Calle 6 NE,250,La Juanita
Calle,61,Calle,6 NE,Calle,8 NE,Calle 61 entre Calle 6 NE y Calle 8 NE,250,La Juanita
Calle,61,Avenida,64,Calle,2 NE,Calle 61 entre Avenida 64 y Calle 2 NE,250,La Juanita
