via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona
Calle,61,Avenida,64,Avenida,66,Calle 61 entre Avenida 64 y Avenida 66,250,Pueblo Grifo 
Calle,61,Avenida,68,Avenida,70,Calle 61 entre Avenida 68 y Avenida 70,250,Pueblo Grifo 
Calle,61,Avenida,70,Avenida,72,Calle 61 entre Avenida 70 y Avenida 72,300,Pueblo Grifo 
Calle,63,Avenida,14,Avenida,16,Calle 63 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,63,Avenida,16,Avenida,18,Calle 63 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,63,Avenida,20,Avenida,22,Calle 63 entre Avenida 20 y Avenida 22,250,Punta Gorda
Calle,63,Avenida,28,Avenida,30,Calle 63 entre Avenida 28 y Avenida 30,200,Reparto de los Medicos
Calle,63,Avenida,30,Avenida,34,Calle 63 entre Avenida 30 y Avenida 34,200,Reparto de los Medicos
Calle,63,Avenida,34,Calle,61B,Calle 63 entre Avenida 34 y Calle 61B,200,Reparto de los Medicos
Calle,63,Calle,61B,Calle,67,Calle 63 entre Calle 61B y Calle 67,200,Reparto Hermanas Giral
Calle,63,Calle,67,Calle,61A,Calle 63 entre Calle 67 y Calle 61A,200,Reparto Hermanas Giral
Calle,63,Avenida,42,Avenida,44,Calle 63 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,63,Avenida,44,Avenida,46,Calle 63 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,63,Avenida,46,Avenida,48,Calle 63 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,63,Avenida,48,Avenida,50,Calle 63 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,63,Avenida,50,Avenida,52,Calle 63 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,63,Avenida,52,Avenida,54,Calle 63 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,63,Avenida,54,Avenida,56,Calle 63 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,63,Avenida,56,Avenida,58,Calle 63 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,63,Avenida,58,Avenida,60,Calle 63 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,63,Avenida,60,Avenida,62,Calle 63 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,63,Avenida,62,Avenida,64A,Calle 63 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,63,Avenida,64A,Calle,10 NE,Calle 63 entre Avenida 64A y Calle 10 NE,250,La Juanita
Calle,63,Calle,2 NE,Calle,4 NE,Calle 63 entre Calle 2 NE y Calle 4 NE,250,La Juanita
Calle,63,Calle,4 NE,Calle,6 NE,Calle 63 entre Calle 4 NE y Calle 6 NE,250,La Juanita
Calle,63,Calle,6 NE,Calle,8 NE,Calle 63 entre Calle 6 NE y Calle 8 NE,250,La Juanita
Calle,63,Calle,8 NE,Calle,10 NE,Calle 63 entre Calle 8 NE y Calle 10 NE,250,La Juanita
Calle,63,Avenida,64,Calle,2 NE,Calle 63 entre Avenida 64 y Calle 2 NE,250,La Juanita
Calle,63,Avenida,64,Avenida,66,Calle 63 entre Avenida 64 y Avenida 66,250,Pueblo Grifo 
Calle,63,Avenida,66,Avenida,68,Calle 63 entre Avenida 66 y Avenida 68,250,Pueblo Grifo 
Calle,63,Avenida,68,Avenida,70,Calle 63 entre Avenida 68 y Avenida 70,250,Pueblo Grifo 
Calle,63,Avenida,70,Avenida,72,Calle 63 entre Avenida 70 y Avenida 72,300,Pueblo Grifo 
Calle,63,Avenida,72,Avenida,74,Calle 63 entre Avenida 72 y Avenida 74,300,Pueblo Grifo 
Calle,63,Avenida,74,Avenida,76,Calle 63 entre Avenida 74 y Avenida 76,300,Pueblo Grifo 
Calle,63,Avenida,76,Avenida,78,Calle 63 entre Avenida 76 y Avenida 78,300,Pueblo Grifo 
Calle,63,Avenida,78,Avenida,78A,Calle 63 entre Avenida 78 y Avenida 78A,300,Pueblo Grifo 
Calle,63,Avenida,78A,Avenida,80,Calle 63 entre Avenida 78A y Avenida 80,300,Pueblo Grifo 
Calle,65,Avenida,14,Avenida,16,Calle 65 entre Avenida 14 y Avenida 16,250,Punta Gorda
Calle,65,Avenida,16,Avenida,18,Calle 65 entre Avenida 16 y Avenida 18,250,Punta Gorda
Calle,65,Avenida,18,Avenida,20,Calle 65 entre Avenida 18 y Avenida 20,250,Punta Gorda
Calle,65,Avenida,20,Avenida,22,Calle 65 entre Avenida 20 y Avenida 22,250,Punta Gorda
Calle,65,Avenida,42,Avenida,44,Calle 65 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,65,Avenida,44,Avenida,46,Calle 65 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,65,Avenida,46,Avenida,48,Calle 65 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,65,Avenida,48,Avenida,50,Calle 65 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,65,Avenida,50,Avenida,52,Calle 65 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,65,Avenida,52,Avenida,54,Calle 65 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,65,Avenida,54,Avenida,56,Calle 65 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,65,Avenida,56,Avenida,58,Calle 65 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,65,Avenida,58,Avenida,60,Calle 65 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,65,Avenida,60,Avenida,62,Calle 65 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,65,Avenida,62,Avenida,64A,Calle 65 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,65,Calle,4 NE,Calle,6 NE,Calle 65 entre Calle 4 NE y Calle 6 NE,250,La Juanita
Calle,65,Calle,6 NE,Calle,8 NE,Calle 65 entre Calle 6 NE y Calle 8 NE,250,La Juanita
Calle,65,Calle,8 NE,Calle,10 NE,Calle 65 entre Calle 8 NE y Calle 10 NE,250,La Juanita
Calle,65A,Avenida,70,Avenida,72,Calle 65A entre Avenida 70 y Avenida 72,300,Pueblo Grifo 
Calle,65,Avenida,72,Avenida,74,Calle 65 entre Avenida 72 y Avenida 74,300,Pueblo Grifo 
Calle,65,Avenida,74,Avenida,76,Calle 65 entre Avenida 74 y Avenida 76,300,Pueblo Grifo 
Calle,65,Avenida,76,Avenida,78,Calle 65 entre Avenida 76 y Avenida 78,300,Pueblo Grifo 
Calle,65,Avenida,78,Avenida,78A,Calle 65 entre Avenida 78 y Avenida 78A,300,Pueblo Grifo 
Calle,65,Avenida,78A,Calle,65A,Calle 65 entre Avenida 78A y Calle 65A,300,Pueblo Grifo 
Calle,65A,Calle,65,Avenida,80,Calle 65A entre Calle 65 y Avenida 80,300,Pueblo Grifo 
Calle,65,Calle,65A,Avenida,80,Calle 65 entre Calle 65A y Avenida 80,300,Pueblo Grifo 
Calle,67,Calle,63,Avenida,42,Calle 67 entre Calle 63 y Avenida 42,200,Reparto Hermanas Giral
Calle,67,Avenida,42,Avenida,44,Calle 67 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,67,Avenida,44,Avenida,46,Calle 67 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,67,Avenida,46,Avenida,48,Calle 67 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,67,Avenida,48,Avenida,50,Calle 67 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,67,Avenida,50,Avenida,52,Calle 67 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,67,Avenida,52,Avenida,54,Calle 67 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,67,Avenida,54,Avenida,56,Calle 67 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,67,Avenida,56,Avenida,58,Calle 67 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,67,Avenida,58,Avenida,60,Calle 67 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,67,Avenida,60,Avenida,62,Calle 67 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,67,Avenida,62,Avenida,64A,Calle 67 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,67,Avenida,64A,Calle,12 NE,Calle 67 entre Avenida 64A y Calle 12 NE,250,La Juanita
Calle,67,Calle,10 NE,Calle,12 NE,Calle 67 entre Calle 10 NE y Calle 12 NE,250,La Juanita
Calle,67,Calle,8 NE,Calle,10 NE,Calle 67 entre Calle 8 NE y Calle 10 NE,250,La Juanita
Calle,67 NE,Calle,4 NE,Calle,6 NE,Calle 67 NE entre Calle 4 NE y Calle 6 NE,250,La Juanita
Calle,67,Avenida,70,Avenida,72,Calle 67 entre Avenida 70 y Avenida 72,300,Pueblo Grifo 
Calle,67,Avenida,72,Avenida,74,Calle 67 entre Avenida 72 y Avenida 74,300,Pueblo Grifo 
Calle,67,Avenida,74,Avenida,78,Calle 67 entre Avenida 74 y Avenida 78,300,Pueblo Grifo 
Calle,69,Avenida,42,Avenida,44,Calle 69 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,69,Avenida,44,Avenida,46,Calle 69 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,69,Avenida,46,Avenida,48,Calle 69 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,69,Avenida,48,Avenida,50,Calle 69 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,69,Avenida,50,Avenida,52,Calle 69 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,69,Avenida,52,Avenida,54,Calle 69 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,69,Avenida,54,Avenida,56,Calle 69 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,69,Avenida,56,Avenida,58,Calle 69 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,69,Avenida,58,Avenida,60,Calle 69 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,69,Avenida,60,Avenida,62,Calle 69 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,69,Avenida,62,Avenida,64A,Calle 69 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,69,Avenida,72,Avenida,74,Calle 69 entre Avenida 72 y Avenida 74,300,Pueblo Grifo 
Calle,69,Avenida,74,Avenida,78,Calle 69 entre Avenida 74 y Avenida 78,300,Pueblo Grifo 
Calle,69,Avenida,78,Avenida,78A,Calle 69 entre Avenida 78 y Avenida 78A,300,Pueblo Grifo 
Calle,69,Avenida,78A,Avenida,80,Calle 69 entre Avenida 78A y Avenida 80,300,Pueblo Grifo 
Calle,71,Avenida,42,Avenida,44,Calle 71 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,71,Avenida,44,Avenida,46,Calle 71 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,71,Avenida,46,Avenida,48,Calle 71 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,71,Avenida,48,Avenida,50,Calle 71 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,71,Avenida,50,Avenida,52,Calle 71 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,71,Avenida,52,Avenida,54,Calle 71 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,71,Avenida,54,Avenida,56,Calle 71 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,71,Avenida,56,Avenida,58,Calle 71 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,71,Avenida,58,Avenida,60,Calle 71 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,71,Avenida,60,Avenida,62,Calle 71 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,71,Avenida,62,Avenida,64A,Calle 71 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,71,Avenida,64A,Calle,14 NE,Calle 71 entre Avenida 64A y Calle 14 NE,250,La Juanita
Calle,71,Calle,10 NE,Calle,12 NE,Calle 71 entre Calle 10 NE y Calle 12 NE,250,La Juanita
Calle,71,Calle,12 NE,Calle,14 NE,Calle 71 entre Calle 12 NE y Calle 14 NE,250,La Juanita
Calle,71,Avenida,78,Avenida,78A,Calle 71 entre Avenida 78 y Avenida 78A,300,Pueblo Grifo 
Calle,71,Avenida,78A,Avenida,80,Calle 71 entre Avenida 78A y Avenida 80,300,Pueblo Grifo 
Calle,73,Avenida,42,Avenida,44,Calle 73 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,73,Avenida,44,Avenida,46,Calle 73 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,73,Avenida,46,Avenida,48,Calle 73 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,73,Avenida,48,Avenida,50,Calle 73 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,73,Avenida,50,Avenida,52,Calle 73 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,73,Avenida,52,Avenida,54,Calle 73 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,73,Avenida,54,Avenida,56,Calle 73 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,73,Avenida,56,Avenida,58,Calle 73 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,73,Avenida,58,Avenida,60,Calle 73 entre Avenida 58 y Avenida 60,250,La Juanita
Calle,73,Avenida,60,Avenida,62,Calle 73 entre Avenida 60 y Avenida 62,250,La Juanita
Calle,73,Avenida,62,Avenida,64A,Calle 73 entre Avenida 62 y Avenida 64A,250,La Juanita
Calle,73,Avenida,64A,Calle,16 NE,Calle 73 entre Avenida 64A y Calle 16 NE,250,La Juanita
Calle,73,Calle,6 NE,Calle,8 NE,Calle 73 entre Calle 6 NE y Calle 8 NE,250,La Juanita
Calle,73,Calle,8 NE,Calle,10 NE,Calle 73 entre Calle 8 NE y Calle 10 NE,250,La Juanita
Calle,73,Calle,10 NE,Calle,12 NE,Calle 73 entre Calle 10 NE y Calle 12 NE,250,La Juanita
Calle,73,Calle,12 NE,Calle,14 NE,Calle 73 entre Calle 12 NE y Calle 14 NE,250,La Juanita
Calle,73,Calle,14 NE,Calle,16 NE,Calle 73 entre Calle 14 NE y Calle 16 NE,250,La Juanita
Calle,75,Avenida,28,Avenida,30A,Calle 75 entre Avenida 28 y Avenida 30A,250,Callejon Calabazas
Calle,75,Avenida,30A,Avenida,32,Calle 75 entre Avenida 30A y Avenida 32,250,Callejon Calabazas
Calle,75,Avenida,32,Avenida,34,Calle 75 entre Avenida 32 y Avenida 34,250,Callejon Calabazas
Calle,75,Avenida,34,Avenida,36,Calle 75 entre Avenida 34 y Avenida 36,250,Callejon Calabazas
Calle,75,Avenida,36,Avenida,38,Calle 75 entre Avenida 36 y Avenida 38,250,Callejon Calabazas
Calle,75,Avenida,38,Avenida,40,Calle 75 entre Avenida 38 y Avenida 40,250,Callejon Calabazas
Calle,75,Avenida,40,Avenida,42,Calle 75 entre Avenida 40 y Avenida 42,250,Callejon Calabazas
Calle,75,Avenida,42,Avenida,44,Calle 75 entre Avenida 42 y Avenida 44,250,La Juanita
Calle,75,Avenida,44,Avenida,46,Calle 75 entre Avenida 44 y Avenida 46,250,La Juanita
Calle,75,Avenida,46,Avenida,48,Calle 75 entre Avenida 46 y Avenida 48,250,La Juanita
Calle,75,Avenida,48,Avenida,50,Calle 75 entre Avenida 48 y Avenida 50,250,La Juanita
Calle,75,Avenida,50,Avenida,52,Calle 75 entre Avenida 50 y Avenida 52,250,La Juanita
Calle,75,Avenida,52,Avenida,54,Calle 75 entre Avenida 52 y Avenida 54,250,La Juanita
Calle,75,Avenida,54,Avenida,56,Calle 75 entre Avenida 54 y Avenida 56,250,La Juanita
Calle,75,Avenida,56,Avenida,58,Calle 75 entre Avenida 56 y Avenida 58,250,La Juanita
Calle,75,Avenida,58,Avenida,60,Calle 75 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,75,Avenida,60,Avenida,62,Calle 75 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,75,Avenida,62,Avenida,64A,Calle 75 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,75,Avenida,64A,Calle,18 NE,Calle 75 entre Avenida 64A y Calle 18 NE,350,Tulipan
Calle,75,Calle,2 NE,Calle,4 NE,Calle 75 entre Calle 2 NE y Calle 4 NE,350,Tulipan
Calle,75,Calle,4 NE ,Calle,6 NE,Calle 75 entre Calle 4 NE  y Calle 6 NE,350,Tulipan
Calle,75,Calle,6 NE,Calle,8 NE ,Calle 75 entre Calle 6 NE y Calle 8 NE ,350,Tulipan
Calle,75,Calle,8 NE ,Calle,10 NE ,Calle 75 entre Calle 8 NE  y Calle 10 NE ,350,Tulipan
Calle,75,Calle,10 NE ,Calle,12 NE ,Calle 75 entre Calle 10 NE  y Calle 12 NE ,350,Tulipan
Calle,75,Calle,12 NE ,Calle,14 NE ,Calle 75 entre Calle 12 NE  y Calle 14 NE ,350,Tulipan
Calle,75,Calle,14 NE ,Calle,16 NE ,Calle 75 entre Calle 14 NE  y Calle 16 NE ,350,Tulipan
Calle,75,Calle,16 NE ,Calle,18 NE,Calle 75 entre Calle 16 NE  y Calle 18 NE,350,Tulipan
Calle,75,Avenida,64,Calle,2 NE,Calle 75 entre Avenida 64 y Calle 2 NE,350,Tulipan
Calle,77,Avenida,48,Avenida,48A,Calle 77 entre Avenida 48 y Avenida 48A,250,La Juanita
Calle,77,Avenida,58,Avenida,60,Calle 77 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,77,Avenida,60,Avenida,62,Calle 77 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,77,Avenida,62,Avenida,64A,Calle 77 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,77,Avenida,64A,Calle,18 NE,Calle 77 entre Avenida 64A y Calle 18 NE,350,Tulipan
Calle,77,Calle,4 NE,Calle,6 NE,Calle 77 entre Calle 4 NE y Calle 6 NE,350,Tulipan
Calle,77,Calle,6 NE,Calle,8 NE,Calle 77 entre Calle 6 NE y Calle 8 NE,350,Tulipan
Calle,77,Calle,8 NE,Calle,10 NE,Calle 77 entre Calle 8 NE y Calle 10 NE,350,Tulipan
Calle,77,Calle,10 NE,Calle,12 NE,Calle 77 entre Calle 10 NE y Calle 12 NE,350,Tulipan
Calle,77,Calle,12 NE,Calle,14 NE,Calle 77 entre Calle 12 NE y Calle 14 NE,350,Tulipan
Calle,77,Calle,14 NE,Calle,16 NE,Calle 77 entre Calle 14 NE y Calle 16 NE,350,Tulipan
Calle,77,Calle,16 NE,Calle,18 NE,Calle 77 entre Calle 16 NE y Calle 18 NE,350,Tulipan
Calle,77,Avenida,64,Calle,4 NE,Calle 77 entre Avenida 64 y Calle 4 NE,350,Tulipan
Calle,79,Avenida,28,Avenida,28A,Calle 79 entre Avenida 28 y Avenida 28A,250,Junco Sur
Calle,79,Avenida,28,Avenida,30,Calle 79 entre Avenida 28 y Avenida 30,250,Junco Sur
Calle,79,Avenida,30,Avenida,32,Calle 79 entre Avenida 30 y Avenida 32,250,Junco Sur
Calle,79,Avenida,36,Avenida,36A,Calle 79 entre Avenida 36 y Avenida 36A,250,Junco Sur
Calle,79,Avenida,36A,Avenida,38,Calle 79 entre Avenida 36A y Avenida 38,250,Junco Sur
Calle,79A,Avenida,36,Avenida,36A,Calle 79A entre Avenida 36 y Avenida 36A,250,Junco Sur
Calle,79A,Avenida,36A,Avenida,38,Calle 79A entre Avenida 36A y Avenida 38,250,Junco Sur
Calle,79A,Avenida,38,Avenida,40,Calle 79A entre Avenida 38 y Avenida 40,250,Junco Sur
Calle,79A,Avenida,40,Avenida,42,Calle 79A entre Avenida 40 y Avenida 42,250,Junco Sur
Calle,79,Avenida,42,Avenida,48,Calle 79 entre Avenida 42 y Avenida 48,250,Junco Sur
Calle,79,Avenida,56,Avenida,58,Calle 79 entre Avenida 56 y Avenida 58,350,Tulipan
Calle,79,Avenida,58,Avenida,60,Calle 79 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,79,Avenida,60,Avenida,62,Calle 79 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,79,Avenida,62,Avenida,64A,Calle 79 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,79,Avenida,64A,Calle,20 NE,Calle 79 entre Avenida 64A y Calle 20 NE,350,Tulipan
Calle,79,Calle,4 NE,Calle,6 NE,Calle 79 entre Calle 4 NE y Calle 6 NE,350,Tulipan
Calle,79,Calle,6 NE,Calle,8 NE,Calle 79 entre Calle 6 NE y Calle 8 NE,350,Tulipan
Calle,79,Calle,8 NE,Calle,10 NE,Calle 79 entre Calle 8 NE y Calle 10 NE,350,Tulipan
Calle,79,Calle,10 NE,Calle,12 NE,Calle 79 entre Calle 10 NE y Calle 12 NE,350,Tulipan
Calle,79,Calle,12 NE,Calle,14 NE,Calle 79 entre Calle 12 NE y Calle 14 NE,350,Tulipan
Calle,79,Calle,14 NE,Calle,16 NE,Calle 79 entre Calle 14 NE y Calle 16 NE,350,Tulipan
Calle,79,Calle,16 NE,Calle,18 NE,Calle 79 entre Calle 16 NE y Calle 18 NE,350,Tulipan
Calle,79,Calle,18 NE,Calle,20 NE,Calle 79 entre Calle 18 NE y Calle 20 NE,350,Tulipan
Calle,79,Avenida,64,Calle,4 NE,Calle 79 entre Avenida 64 y Calle 4 NE,350,Tulipan
Calle,81,Avenida,28,Avenida,30,Calle 81 entre Avenida 28 y Avenida 30,250,Junco Sur
Calle,81,Avenida,30,Avenida,32,Calle 81 entre Avenida 30 y Avenida 32,250,Junco Sur
Calle,81,Avenida,32,Avenida,34,Calle 81 entre Avenida 32 y Avenida 34,250,Junco Sur
Calle,81,Avenida,34,Avenida,36,Calle 81 entre Avenida 34 y Avenida 36,250,Junco Sur
Calle,81,Avenida,36,Avenida,36A,Calle 81 entre Avenida 36 y Avenida 36A,250,Junco Sur
Calle,81,Avenida,36A,Avenida,38,Calle 81 entre Avenida 36A y Avenida 38,250,Junco Sur
Calle,81,Avenida,38,Avenida,40,Calle 81 entre Avenida 38 y Avenida 40,250,Junco Sur
Calle,81,Avenida,40,Avenida,42,Calle 81 entre Avenida 40 y Avenida 42,250,Junco Sur
Calle,81,Avenida,56,Avenida,58,Calle 81 entre Avenida 56 y Avenida 58,350,Tulipan
Calle,81,Avenida,58,Avenida,60,Calle 81 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,81,Avenida,60,Avenida,62,Calle 81 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,81,Avenida,62,Avenida,64A,Calle 81 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,81,Avenida,64A,Calle,22 NE,Calle 81 entre Avenida 64A y Calle 22 NE,350,Tulipan
Calle,81,Calle,4 NE,Calle,6 NE,Calle 81 entre Calle 4 NE y Calle 6 NE,350,Tulipan
Calle,81,Calle,6 NE,Calle,8 NE,Calle 81 entre Calle 6 NE y Calle 8 NE,350,Tulipan
Calle,81,Calle,8 NE,Calle,10 NE,Calle 81 entre Calle 8 NE y Calle 10 NE,350,Tulipan
Calle,81,Calle,10 NE,Calle,12 NE,Calle 81 entre Calle 10 NE y Calle 12 NE,350,Tulipan
Calle,81,Calle,12 NE,Calle,14 NE,Calle 81 entre Calle 12 NE y Calle 14 NE,350,Tulipan
Calle,81,Calle,14 NE,Calle,16 NE,Calle 81 entre Calle 14 NE y Calle 16 NE,350,Tulipan
Calle,81,Calle,16 NE,Calle,18 NE,Calle 81 entre Calle 16 NE y Calle 18 NE,350,Tulipan
Calle,81,Calle,18 NE,Calle,20 NE,Calle 81 entre Calle 18 NE y Calle 20 NE,350,Tulipan
Calle,81,Calle,20 NE,Calle,22 NE,Calle 81 entre Calle 20 NE y Calle 22 NE,350,Tulipan
Calle,83,Avenida,30,Avenida,32,Calle 83 entre Avenida 30 y Avenida 32,250,Junco Sur
Calle,83,Avenida,32,Avenida,34,Calle 83 entre Avenida 32 y Avenida 34,250,Junco Sur
Calle,83,Avenida,56,Avenida,58,Calle 83 entre Avenida 56 y Avenida 58,350,Tulipan
Calle,83,Avenida,58,Avenida,60,Calle 83 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,83,Avenida,60,Avenida,62,Calle 83 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,83,Avenida,62,Avenida,64A,Calle 83 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,83,Avenida,64,Calle,2 NE,Calle 83 entre Avenida 64 y Calle 2 NE,350,Tulipan
Calle,83,Calle,2 NE,Calle,4 NE,Calle 83 entre Calle 2 NE y Calle 4 NE,350,Tulipan
Calle,83A,Avenida,70,Avenida,72,Calle 83A entre Avenida 70 y Avenida 72,350,Buena Vista
Calle,83A,Avenida,72,Avenida,76,Calle 83A entre Avenida 72 y Avenida 76,350,Buena Vista
Calle,83,Avenida,70,Avenida,72,Calle 83 entre Avenida 70 y Avenida 72,300,Pueblo Grifo 
Calle,85,Avenida,32,Avenida,34,Calle 85 entre Avenida 32 y Avenida 34,250,Junco Sur
Calle,85,Avenida,34,Avenida,36,Calle 85 entre Avenida 34 y Avenida 36,250,Junco Sur
Calle,85,Avenida,56,Avenida,58,Calle 85 entre Avenida 56 y Avenida 58,350,Tulipan
Calle,85,Avenida,58,Avenida,60,Calle 85 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,85,Avenida,60,Avenida,62,Calle 85 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,85,Avenida,62,Avenida,64A,Calle 85 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,85,Avenida,64A,Calle,22 NE,Calle 85 entre Avenida 64A y Calle 22 NE,350,Tulipan
Calle,85,Calle,2 NE ,Calle,4 NE,Calle 85 entre Calle 2 NE  y Calle 4 NE,400,Tulipan
Calle,85,Calle,4 NE,Calle,6 NE ,Calle 85 entre Calle 4 NE y Calle 6 NE ,400,Tulipan
Calle,85,Calle,6 NE ,Calle,8 NE ,Calle 85 entre Calle 6 NE  y Calle 8 NE ,400,Tulipan
Calle,85,Calle,8 NE ,Calle,10 NE ,Calle 85 entre Calle 8 NE  y Calle 10 NE ,400,Tulipan
Calle,85,Calle,10 NE ,Calle,12 NE ,Calle 85 entre Calle 10 NE  y Calle 12 NE ,400,Tulipan
Calle,85,Calle,12 NE ,Calle,14 NE ,Calle 85 entre Calle 12 NE  y Calle 14 NE ,350,Tulipan
Calle,85,Calle,14 NE ,Calle,16 NE ,Calle 85 entre Calle 14 NE  y Calle 16 NE ,350,Tulipan
Calle,85,Calle,16 NE ,Calle,18 NE ,Calle 85 entre Calle 16 NE  y Calle 18 NE ,350,Tulipan
Calle,85,Calle,18 NE ,Calle,20 NE ,Calle 85 entre Calle 18 NE  y Calle 20 NE ,350,Tulipan
Calle,85,Calle,20 NE ,Calle,22 NE,Calle 85 entre Calle 20 NE  y Calle 22 NE,350,Tulipan
Calle,85,Avenida,64,Calle,2 NE,Calle 85 entre Avenida 64 y Calle 2 NE,400,Tulipan
Calle,85,Calle,113,Calle,ALMACENES DEL MIEDO,Calle 85 entre Calle 113 y Calle ALMACENES DEL MIEDO,400,Almacenes
Calle,87,Avenida,28,Avenida,30,Calle 87 entre Avenida 28 y Avenida 30,300,Junco Sur
Calle,87,Avenida,30,Avenida,32,Calle 87 entre Avenida 30 y Avenida 32,300,Junco Sur
Calle,87,Avenida,56,Avenida,58,Calle 87 entre Avenida 56 y Avenida 58,350,Tulipan
Calle,87,Avenida,58,Avenida,60,Calle 87 entre Avenida 58 y Avenida 60,350,Tulipan
Calle,87,Avenida,60,Avenida,62,Calle 87 entre Avenida 60 y Avenida 62,350,Tulipan
Calle,87,Avenida,62,Avenida,64A,Calle 87 entre Avenida 62 y Avenida 64A,350,Tulipan
Calle,87,Avenida,64A,Calle,24 NE,Calle 87 entre Avenida 64A y Calle 24 NE,350,Tulipan
Calle,87,Calle,2 NE,Calle,4 NE,Calle 87 entre Calle 2 NE y Calle 4 NE,400,Tulipan
Calle,87,Calle,4 NE,Calle,6 NE,Calle 87 entre Calle 4 NE y Calle 6 NE,400,Tulipan
